Issuer Name,BSE Code,NSE Code,Sector Name,Industry Name,BSE/NSE Flag
Tera Software Ltd.,533982,,Information Technology,Information Technology,N
PMC Fincorp Limited,534060,,Financial Services,Financial Services,N
Futuristic Solutions Ltd.,534063,,Financial Services,Financial Services,N
Alliance Integrated Metaliks Limited,534064,,Industrials,Capital Goods,N
RHI MAGNESITA INDIA LIMITED,534076,RHIM,Industrials,Capital Goods,Y
Multi Commodity Exchange of India Ltd,534091,,Financial Services,Financial Services,N
Pyxis Finvest Limited,534109,,Financial Services,Financial Services,N
SCHNEIDER ELECTRIC INFRASTRUCTURE LIMITED,534139,SCHNEIDER,Industrials,Capital Goods,Y
Olympic Cards Limited,534190,,Consumer Discretionary,Consumer Durables,N
NBCC (India) Limited,534309,NBCC,Industrials,Construction,Y
MT EDUCARE LIMITED,534312,MTEDUCARE,Consumer Discretionary,Consumer Services,Y
Hexa Tradex Limited,534328,HEXATRADEX,Financial Services,Financial Services,Y
Maxheights Infrastructure Limited,534338,,Consumer Discretionary,Realty,N
Tribhovandas Bhimji Zaveri Limited,534369,TBZ,Consumer Discretionary,Consumer Durables,Y
Vardhman Special Steels Ltd,534392,,Industrials,Capital Goods,N
Looks Health Services Limited,534422,,Healthcare,Healthcare,N
Speciality Restaurants Limited,534425,SPECIALITY,Consumer Discretionary,Consumer Services,Y
Lypsa Gems & Jewellery Limited,534532,LYPSAGEMS,Consumer Discretionary,Consumer Durables,Y
RATTANINDIA ENTERPRISES LIMITED,534597,RTNINDIA,Consumer Discretionary,Consumer Services,Y
Sampann Utpadan India Limited,534598,SAMPANN,Industrials,Capital Goods,Y
JTL INDUSTRIES LIMITED,534600,JTLIND,Industrials,Capital Goods,Y
ADVANCE METERING TECHNOLOGY LIMITED,534612,,Utilities,Power,N
North Eastern Carrying Corporation Limited,534615,NECCLTD,Services,Services,Y
WAAREE RENEWABLE TECHNOLOGIES LIMITED,534618,WAAREERTL,Utilities,Power,Y
Jupiter Infomedia Limited,534623,,Consumer Discretionary,Consumer Services,N
VINAYAK POLYCON INTERNATIONAL LIMITED,534639,,Industrials,Capital Goods,N
Jointeca Education Solutions Limited,534659,,Information Technology,Information Technology,N
Ducon Infratechnologies Limited,534674,DUCON,Industrials,Capital Goods,Y
PROZONE REALTY LIMITED,534675,PROZONER,Consumer Discretionary,Realty,Y
SRG Housing Finance Limited,534680,SRGHFL,Financial Services,Financial Services,Y
Comfort Commotrade Limited,534691,,Financial Services,Financial Services,N
SHANTI GURU INDUSTRIES LIMITED,534708,,Consumer Discretionary,Consumer Services,N
CASPIAN CORPORATE SERVICES LIMITED,534732,,Financial Services,Financial Services,N
Aerpace Industries Limited,534733,,Industrials,Capital Goods,N
VIRTUAL GLOBAL EDUCATION LTD.,534741,,Consumer Discretionary,Consumer Services,N
ZUARI AGRO CHEMICALS LIMITED,534742,ZUARI,Commodities,Chemicals,Y
Steel Exchange India Ltd.,534748,,Industrials,Capital Goods,N
Trio Mercantile & Trading Limited,534755,,Financial Services,Financial Services,N
Cigniti Technologies Ltd,534758,,Information Technology,Information Technology,N
CDG PETCHEM LIMITED,534796,,Industrials,Capital Goods,N
CARE Ratings Limited,534804,CARERATING,Financial Services,Financial Services,Y
PC JEWELLER LIMITED,534809,PCJEWELLER,Consumer Discretionary,Consumer Durables,Y
INDUS TOWERS LIMITED,534816,INDUSTOWER,Telecommunication,Telecommunication,Y
V-Mart Retail Limited,534976,VMART,Consumer Discretionary,Consumer Services,Y
NIBE LIMITED,535136,NIBE,Industrials,Capital Goods,Y
Mukta Agriculture Limited,535204,,Services,Services,N
Mystic Electronics Limited,535205,,Services,Services,N
COMFORT FINCAP LIMITED,535267,,Financial Services,Financial Services,N
SBI Mutual Fund,535276,,-,-,N
Bothra Metals & Alloys Limited,535279,,Commodities,Metals & Mining,N
Repco Home Finance Limited,535322,REPCOHOME,Financial Services,Financial Services,Y
LAKHOTIA POLYESTERS (INDIA) LIMITED,535387,,Consumer Discretionary,Textiles,N
GCM Securities Limited,535431,,Financial Services,Financial Services,N
NRB INDUSTRIAL BEARINGS LIMITED,535458,NIBL,Industrials,Capital Goods,Y
Prime Capital Market Limited,535514,,Financial Services,Financial Services,N
KIFS Financial Services Ltd,535566,,Financial Services,Financial Services,N
Sreeleathers Limited,535601,SREEL,Consumer Discretionary,Consumer Durables,Y
Sharda Motor Industries Ltd,535602,,Consumer Discretionary,Automobile and Auto Components,N
S V Global Mill Limited,535621,,Consumer Discretionary,Realty,N
SDC TECHMEDIA LIMITED,535647,,Consumer Discretionary,"Media, Entertainment & Publication",N
Just Dial Limited,535648,JUSTDIAL,Consumer Discretionary,Consumer Services,Y
ObjectOne Information Systems Ltd,535657,,Information Technology,Information Technology,N
India Finsec Limited,535667,,Financial Services,Financial Services,N
BRAHMAPUTRA INFRASTRUCTURE LIMITED,535693,,Industrials,Construction,N
AMPVOLTS LIMITED,535719,,Information Technology,Information Technology,N
Khoobsurat Ltd.,535730,,Consumer Discretionary,Textiles,N
ORIENT CEMENT LIMITED,535754,ORIENTCEM,Commodities,Construction Materials,Y
Aditya Birla Fashion and Retail Limited,535755,ABFRL,Consumer Discretionary,Consumer Services,Y
Sammaan Capital Limited,535789,SAMMAANCAP,Financial Services,Financial Services,Y
Money Masters Leasing & Finance Limited,535910,,Financial Services,Financial Services,N
Alacrity Securities Limited,535916,,Financial Services,Financial Services,N
GCM Commodity & Derivatives Limited,535917,,Financial Services,Financial Services,N
Integra Essentia Limited,535958,ESSENTIA,Services,Services,Y
JULIEN AGRO INFRATECH LIMITED,536073,,Industrials,Construction,N
Tiger Logistics (India) Limited,536264,,Services,Services,N
JK Agri Genetics Limited,536493,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Future Lifestyle Fashions Limited,536507,FLFL,Consumer Discretionary,Consumer Services,Y
PVV Infra Limited,536659,,Industrials,Construction,N
VCU Data Management Limited,536672,,Information Technology,Information Technology,N
IND Renewable Energy Ltd,536709,,Utilities,Power,N
S R G SECURITIES FINANCE LIMITED,536710,,Financial Services,Financial Services,N
Amrapali Capital and Finance Services Limited,536737,,Financial Services,Financial Services,N
STELLAR CAPITAL SERVICES LIMITED,536738,,Financial Services,Financial Services,N
JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED,536773,JPOLYINVST,Financial Services,Financial Services,Y
Yuranus Infrastructure Ltd,536846,,Industrials,Construction,N
Motilal Oswal Mutual Fund,536960,,-,-,N
CAPTAIN POLYPLAST LIMITED,536974,,Industrials,Capital Goods,N
ICICI Prudential Mutual Fund,537007,,-,-,N
Arnold Holdings Ltd,537069,,Financial Services,Financial Services,N
Sunil Healthcare Limited,537253,,Healthcare,Healthcare,N
RCI Industries & Technologies Limited,537254,,Industrials,Capital Goods,N
Suyog Telematics Limited,537259,SUYOG,Telecommunication,Telecommunication,Y
Nath Biogene India Ltd.,537291,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Agri-Tech India Ltd.,537292,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
CHEMTECH INDUSTRIAL VALVES LIMITED,537326,,Industrials,Capital Goods,N
Nippon India Mutual Fund,537483,,-,-,N
Denis Chem Lab Limited,537536,,Healthcare,Healthcare,N
Polymac Thermoformers Limited,537573,,Industrials,Capital Goods,N
Unishire Urban Infra Limited,537582,,Consumer Discretionary,Realty,N
LAXMIPATI ENGINEERING WORKS LIMITED,537669,,Industrials,Capital Goods,N
ETT Limited,537707,,Consumer Discretionary,Realty,N
SHREE HANUMAN SUGAR & INDUSTRIES LTD.,537709,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Kiran Vyapar Limited,537750,,Financial Services,Financial Services,N
B.C. Power Controls Limited,537766,,Industrials,Capital Goods,N
Karnimata Cold Storage Limited,537784,,Services,Services,N
RACE ECO CHAIN LIMITED,537785,RACE,Utilities,Utilities,Y
Mangalam Industrial Finance Limited,537800,,Financial Services,Financial Services,N
VIJI FINANCE LIMITED,537820,VIJIFIN,Financial Services,Financial Services,Y
PHOENIX TOWNSHIP LIMITED,537839,,Consumer Discretionary,Consumer Services,N
INFRONICS SYSTEMS LIMITED,537985,,Information Technology,Information Technology,N
Haria Apparels Limited,538081,,Consumer Discretionary,Textiles,N
SHRI VASUPRADA PLANTATIONS LIMITED,538092,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
R&B Denims Limited,538119,,Consumer Discretionary,Textiles,N
SHARP INVESTMENTS LTD,538212,,Financial Services,Financial Services,N
Wonderla Holidays Limited,538268,WONDERLA,Consumer Discretionary,Consumer Services,Y
Response Informatics Limited,538273,,Information Technology,Information Technology,N
GCM Capital Advisors Limited,538319,,Financial Services,Financial Services,N
A.F. Enterprises Limited,538351,,Services,Services,N
INCREDIBLE INDUSTRIES LIMITED,538365,INCREDIBLE,Industrials,Capital Goods,Y
WEST LEISURE RESORTS LIMITED,538382,,Financial Services,Financial Services,N
Nam Securities Ltd.,538395,,Financial Services,Financial Services,N
MAESTROS ELECTRONICS & TELECOMMUNICATIONS SYSTEMS LTD,538401,,Industrials,Capital Goods,N
Jackson Investments Limited,538422,,Financial Services,Financial Services,N
MONEYBOXX FINANCE LIMITED,538446,,Financial Services,Financial Services,N
Worth Investment & Trading Co Limited,538451,,Financial Services,Financial Services,N
Quasar India Limited,538452,,Services,Services,N
Thirani Projects Limited,538464,,Financial Services,Financial Services,N
Amarnath Securities Ltd.,538465,,Financial Services,Financial Services,N
Capital Trade Links Limited,538476,,Financial Services,Financial Services,N
Tarini International Limited,538496,,Services,Services,N
YAAN ENTERPRISES LIMITED,538521,,Consumer Discretionary,Consumer Services,N
Omansh Enterprises Limited,538537,,Services,Services,N
ANNVRRIDHHI VENTURES LIMITED,538539,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Ramchandra Leasing & Finance Limited,538540,,Financial Services,Financial Services,N
GoldCoin Health Foods Limited,538542,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Bansal Roofing Products Limited,538546,,Industrials,Capital Goods,N
Arman Holdings Limited,538556,,Financial Services,Financial Services,N
Skipper Limited,538562,SKIPPER,Industrials,Capital Goods,Y
Adarsh Mercantile Limited,538563,,Services,Services,N
James Warren Tea Limited,538564,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Vistar Amar Limited,538565,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Gulf Oil Lubricants India Limited,538567,GULFOILLUB,Energy,"Oil, Gas & Consumable Fuels",Y
Fruition Venture Limited,538568,,Services,Services,N
Triveni Enterprises Limited,538569,,Services,Services,N
Bhanderi Infracon Limited,538576,,Consumer Discretionary,Realty,N
ZINEMA MEDIA AND ENTERTAINMENT LIMITED,538579,,Services,Services,N
CEMANTIC INFRA-TECH LIMITED,538596,,Consumer Discretionary,Realty,N
TTI Enterprise Limited,538597,,Financial Services,Financial Services,N
Vishal Fabrics Limited,538598,,Consumer Discretionary,Textiles,N
TOYAM SPORTS LIMITED,538607,,Financial Services,Financial Services,N
Gajanan Securities Services Ltd.,538609,,Financial Services,Financial Services,N
Unison Metals Ltd,538610,,Industrials,Capital Goods,N
Real Touch Finance Limited,538611,,Financial Services,Financial Services,N
Vasundhara Rasayans Ltd.,538634,,Healthcare,Healthcare,N
SNOWMAN LOGISTICS LIMITED,538635,SNOWMAN,Services,Services,Y
QGO FINANCE LIMITED,538646,,Financial Services,Financial Services,N
Purshottam Investofin Limited,538647,,Financial Services,Financial Services,N
HIND COMMERCE LIMITED,538652,,Services,Services,N
Sharda Cropchem Limited,538666,SHARDACROP,Commodities,Chemicals,Y
Sirohia & Sons Limited,538667,,Services,Services,N
Meghna Infracon Infrastructure Limited,538668,,Consumer Discretionary,Realty,N
City Online Services Limited,538674,,Telecommunication,Telecommunication,N
SHEMAROO ENTERTAINMENT LIMITED,538685,SHEMAROO,Consumer Discretionary,"Media, Entertainment & Publication",Y
Ultracab (India) Limited,538706,,Industrials,Capital Goods,N
Rajasthan Cylinders & Containers Limited,538707,,Industrials,Capital Goods,N
Econo Trade (India) Limited,538708,,Financial Services,Financial Services,N
Atishay Limited,538713,,Information Technology,Information Technology,N
Sangam Finserv Limited,538714,,Financial Services,Financial Services,N
Dhabriya Polywood Limited,538715,,Industrials,Capital Goods,N
Aryaman Capital Markets Limited,538716,,Financial Services,Financial Services,N
PDS LIMITED,538730,PDSL,Consumer Discretionary,Textiles,Y
HANMAN FIT LIMITED,538731,,Consumer Discretionary,Consumer Services,N
Vibrant Global Capital Limited,538732,,Financial Services,Financial Services,N
CEINSYS TECH LIMITED,538734,,Information Technology,Information Technology,N
Mudunuru Limited,538743,,Information Technology,Information Technology,N
JLA Infraville Shoppers Limited,538765,,Consumer Discretionary,Consumer Services,N
Crane Infrastructure Limited,538770,,Consumer Discretionary,Realty,N
Niyogin Fintech Limited,538772,,Financial Services,Financial Services,N
ASIA CAPITAL LIMITED,538777,,Financial Services,Financial Services,N
Kalyan Capitals Limited,538778,,Financial Services,Financial Services,N
Citizen Infoline Ltd.,538786,,Consumer Discretionary,"Media, Entertainment & Publication",N
Goenka Business & Finance Limited,538787,,Financial Services,Financial Services,N
Gilada Finance & Investments Ltd.,538788,,Financial Services,Financial Services,N
JET SOLAR LIMITED,538794,,Consumer Discretionary,Realty,N
Shree Ajit Pulp And Paper Ltd,538795,,Commodities,Forest Materials,N
Aanchal Ispat Limited,538812,,Industrials,Capital Goods,N
Captain Pipes Limited,538817,,Industrials,Capital Goods,N
KAIZEN AGRO INFRABUILD LIMITED,538833,,Industrials,Construction,N
JMJ Fintech Limited,538834,,Financial Services,Financial Services,N
INTELLECT DESIGN ARENA LIMITED,538835,INTELLECT,Information Technology,Information Technology,Y
Monte Carlo Fashions Limited,538836,MONTECARLO,Consumer Discretionary,Textiles,Y
Jeevan Scientific Technology Limited,538837,,Healthcare,Healthcare,N
Indo Cotspin Limited,538838,,Consumer Discretionary,Textiles,N
Scintilla Commercial & Credit  Limited,538857,,Financial Services,Financial Services,N
PANAFIC INDUSTRIALS LTD,538860,,Financial Services,Financial Services,N
My Money Securities Ltd.,538862,,Financial Services,Financial Services,N
SRI AMARNATH FINANCE LIMITED,538863,,Financial Services,Financial Services,N
Continental Securities Limited,538868,,Financial Services,Financial Services,N
NEXUS SURGICAL AND MEDICARE LIMITED,538874,,Financial Services,Financial Services,N
SELLWIN TRADERS LIMITED,538875,,Services,Services,N
Galada Finance Limited,538881,,Financial Services,Financial Services,N
Emerald Finance Limited,538882,,Financial Services,Financial Services,N
M. K. Exim (India) Ltd.,538890,,Consumer Discretionary,Consumer Services,N
MAGELLANIC CLOUD LIMITED,538891,MCLOUD,Information Technology,Information Technology,Y
Octal Credit Capital Ltd.,538894,,Financial Services,Financial Services,N
Mihika Industries Ltd.,538895,,Services,Services,N
Kanchi Karpooram Ltd.,538896,,Commodities,Chemicals,N
Dhunseri Tea & Industries Ltd,538902,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Vani Commercials Limited,538918,,Financial Services,Financial Services,N
SKYLINE VENTURES INDIA  LIMITED,538919,,Consumer Discretionary,Realty,N
VINTAGE COFFEE AND BEVERAGES LIMITED,538920,VINCOFE,Services,Services,Y
Raghuvansh Agrofarms Limited,538921,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
COSYN Limited,538922,,Information Technology,Information Technology,N
SOFCOM SYSTEMS LIMITED,538923,,Information Technology,Information Technology,N
Naturite Agro Products Limited,538926,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Karnavati Finance Limited,538928,,Financial Services,Financial Services,N
Abhishek Finlease limited,538935,,Financial Services,Financial Services,N
Mercantile Ventures Limited,538942,,Services,Services,N
Sonal Mercantile Limited,538943,,Financial Services,Financial Services,N
Abhinav Leasing & Finance Limited,538952,,Financial Services,Financial Services,N
GENUS PAPER & BOARDS LIMITED,538961,GENUSPAPER,Commodities,Forest Materials,Y
Minda Corporation Limited,538962,MINDACORP,Consumer Discretionary,Automobile and Auto Components,Y
Mercury Laboratories Limited,538964,,Healthcare,Healthcare,N
Concord Drugs Limited,538965,,Healthcare,Healthcare,N
WARDWIZARD INNOVATIONS AND MOBILITY LIMITED,538970,,Consumer Discretionary,Automobile and Auto Components,N
Shree Securities Ltd.,538975,,Financial Services,Financial Services,N
Greenlam Industries Ltd,538979,,Consumer Discretionary,Consumer Durables,N
TALBROS ENGINEERING LIMITED,538987,,Consumer Discretionary,Automobile and Auto Components,N
Sar  Auto Products Limited,538992,,Consumer Discretionary,Automobile and Auto Components,N
JAYATMA ENTERPRISES LIMITED,539005,,Services,Services,N
PTC Industries Ltd.,539006,,Industrials,Capital Goods,N
CHENNAI FERROUS INDUSTRIES LIMITED,539011,,Commodities,Metals & Mining,N
Megri Soft Limited,539012,,Services,Services,N
GITA RENEWABLE ENERGY LIMITED,539013,,Utilities,Power,N
Neil Industries Ltd.,539016,,Financial Services,Financial Services,N
STAR HOUSING FINANCE LIMITED,539017,,Financial Services,Financial Services,N
Beekay Steel Industries Ltd.,539018,,Industrials,Capital Goods,N
SSPN Finance Limited,539026,,Financial Services,Financial Services,N
Fraser And Company Limited,539032,,Services,Services,N
Tirupati Tyres Ltd.,539040,,Consumer Discretionary,Automobile and Auto Components,N
GANESHA ECOVERSE LIMITED,539041,,Services,Services,N
AGI Infra Limited,539042,AGIIL,Consumer Discretionary,Realty,Y
Manaksia Steels Limited,539044,MANAKSTEEL,Commodities,Metals & Mining,Y
Manaksia Aluminium Company Ltd,539045,,Commodities,Metals & Mining,N
Manaksia Coated Metals & Industries Ltd,539046,,Industrials,Capital Goods,N
IMAGICAAWORLD ENTERTAINMENT LIMITED,539056,IMAGICAA,Consumer Discretionary,Consumer Services,Y
Inox Wind Limited,539083,INOXWIND,Industrials,Capital Goods,Y
Rajputana Investment and Finance Ltd.,539090,,Financial Services,Financial Services,N
Consecutive Investments & Trading Company Limited,539091,,Financial Services,Financial Services,N
Aananda Lakshmi Spinning Mills Limited,539096,,Consumer Discretionary,Textiles,N
UR SUGAR INDUSTRIES LIMITED,539097,,Services,Services,N
Filtra Consultants and Engineers Limited,539098,,Utilities,Utilities,N
Athena Constructions Limited,539099,,Consumer Discretionary,Realty,N
Northlink Fiscal And Capital Services Ltd.,539110,,Financial Services,Financial Services,N
SHESHADRI INDUSTRIES LIMITED,539111,,Consumer Discretionary,Textiles,N
SAB INDUSTRIES LIMITED,539112,,Industrials,Construction,N
Paul Merchants Ltd.,539113,,Financial Services,Financial Services,N
Alan Scott Industries Ltd.,539115,,Consumer Discretionary,"Media, Entertainment & Publication",N
O. P. Chains Limited,539116,,Services,Services,N
Sujala Trading & Holdings Ltd.,539117,,Financial Services,Financial Services,N
VRL Logistics Limited,539118,VRLLOG,Services,Services,Y
Jain Marmo Industries Ltd.,539119,,Commodities,Construction Materials,N
Palco Metals Limited,539121,,Commodities,Metals & Mining,N
V B INDUSTRIES LIMITED,539123,,Financial Services,Financial Services,N
Sarvottam Finvest Limited,539124,,Financial Services,Financial Services,N
MEP Infrastructure Developers Limited,539126,MEP,Services,Services,Y
Wardwizard Foods and Beverages Limited,539132,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
UFO Moviez India Limited,539141,UFO,Consumer Discretionary,"Media, Entertainment & Publication",Y
PANTH INFINITY LIMITED,539143,,Diversified,Diversified,N
Shivalik Rasayan Ltd.,539148,,Commodities,Chemicals,N
Integrated Capital Services Ltd,539149,,Services,Services,N
PNC Infratech Limited,539150,PNCINFRA,Industrials,Construction,Y
Arfin India Limited,539151,,Commodities,Metals & Mining,N
Virat Leasing Limited,539167,,Financial Services,Financial Services,N
Helpage Finlease Ltd.,539174,,Financial Services,Financial Services,N
Indra Industries Ltd.,539175,,Commodities,Chemicals,N
Hawa Engineers ltd.,539176,,Industrials,Capital Goods,N
Authum Investment & Infrastructure Limited,539177,AIIL,Financial Services,Financial Services,Y
Adhbhut Infrastructure Ltd.,539189,,Consumer Discretionary,Realty,N
Decillion Finance Ltd.,539190,,Financial Services,Financial Services,N
POCL ENTERPRISES LTD,539195,,Commodities,Chemicals,N
Amba Enterprises Ltd.,539196,,Industrials,Capital Goods,N
SG FINSERVE LIMITED,539199,,Financial Services,Financial Services,N
SATIA INDUSTRIES LIMITED,539201,SATIA,Commodities,Forest Materials,Y
GENOMIC VALLEY BIOTECH LIMITED,539206,,Healthcare,Healthcare,N
GARMENT MANTRA LIFESTYLE LIMITED,539216,,Consumer Discretionary,Textiles,N
Srestha Finvest Limited,539217,,Financial Services,Financial Services,N
Saumya Consultants Ltd.,539218,,Financial Services,Financial Services,N
MAURIA UDYOG LIMITED,539219,,Industrials,Capital Goods,N
Mishka Exim Limited,539220,,Consumer Discretionary,Consumer Durables,N
Sportking India Ltd.,539221,,Consumer Discretionary,Textiles,N
GROWINGTON VENTURES INDIA LIMITED,539222,,Services,Services,N
RUDRA GLOBAL INFRA PRODUCTS LIMITED,539226,,Industrials,Capital Goods,N
Loyal Equipments Limited,539227,,Industrials,Capital Goods,N
Gala Global Products Limited,539228,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Chemiesynth (Vapi) Limited,539230,,Commodities,Chemicals,N
Balkrishna Paper Mills Ltd,539251,,Commodities,Forest Materials,N
Shyam Century Ferrous Limited,539252,SHYAMCENT,Commodities,Metals & Mining,Y
Surya India Limited,539253,,Financial Services,Financial Services,N
Adani Energy Solutions Limited,539254,ADANIENSOL,Utilities,Power,Y
STAR DELTA TRANSFORMERS LIMITED,539255,,Industrials,Capital Goods,N
Amrapali Fincap Limited,539265,,Financial Services,Financial Services,N
SAMSRITA LABS LIMITED,539267,,Healthcare,Healthcare,N
Syngene International Limited,539268,SYNGENE,Healthcare,Healthcare,Y
PECOS Hotels And Pubs Limited,539273,,Consumer Discretionary,Consumer Services,N
Mangalam Seeds Limited,539275,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
Kaya Limited,539276,KAYA,Consumer Discretionary,Consumer Services,Y
Alstone Textiles (India) Limited,539277,,Consumer Discretionary,Consumer Services,N
Symbiox Investment & Trading Co. Ltd.,539278,,Financial Services,Financial Services,N
ORTIN GLOBAL LIMITED,539287,ORTINGLOBE,Healthcare,Healthcare,Y
Avi Polymers Ltd.,539288,,Commodities,Chemicals,N
 Aurum PropTech Limited,539289,,Information Technology,Information Technology,N
Oswal Greentech Limited,539290,OSWALGREEN,Financial Services,Financial Services,Y
Vasudhagama Enterprises Limited,539291,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
A.K. Spintex Ltd.,539300,,Consumer Discretionary,Textiles,N
Arvind SmartSpaces Limited,539301,ARVSMART,Consumer Discretionary,Realty,Y
Power Mech Projects Limited,539302,POWERMECH,Industrials,Construction,Y
Rama Steel Tubes Limited,539309,RAMASTEEL,Industrials,Capital Goods,Y
THINKINK PICTUREZ LIMITED,539310,,Consumer Discretionary,"Media, Entertainment & Publication",N
UTI Mutual Fund,539312,,-,-,N
Universal Autofoundry Limited,539314,,Consumer Discretionary,Automobile and Auto Components,N
VETO SWITCHGEARS AND CABLES LIMITED,539331,VETO,Consumer Discretionary,Consumer Durables,Y
Navkar Corporation Limited,539332,NAVKARCORP,Services,Services,Y
Shree Pushkar Chemicals & Fertilisers Limited,539334,SHREEPUSHK,Commodities,Chemicals,Y
Gujarat Gas Limited,539336,GUJGASLTD,Energy,"Oil, Gas & Consumable Fuels",Y
WAAREE TECHNOLOGIES LIMITED ,539337,,Utilities,Power,N
Sadbhav Infrastructure Project Limited,539346,SADBHIN,Industrials,Construction,Y
P. B. Films Limited,539352,,Consumer Discretionary,"Media, Entertainment & Publication",N
SAL AUTOMOTIVE LIMITED,539353,,Consumer Discretionary,Automobile and Auto Components,N
POLYSPIN EXPORTS LIMITED,539354,,Industrials,Capital Goods,N
Pritika Auto Industries Limited,539359,PRITIKAUTO,Consumer Discretionary,Automobile and Auto Components,Y
Soni Medicare Limited,539378,,Healthcare,Healthcare,N
Mahaveer Infoway Limited,539383,,Information Technology,Information Technology,N
Krishna Capital And Securities Limited,539384,,Financial Services,Financial Services,N
Acme Resources Limited,539391,,Financial Services,Financial Services,N
Kabra Commercial Limited,539393,,Energy,"Oil, Gas & Consumable Fuels",N
Vishal Bearings Limited,539398,,Consumer Discretionary,Automobile and Auto Components,N
Bella Casa Fashion & Retail Limited,539399,,Consumer Discretionary,Textiles,N
MALLCOM (INDIA) LTD.,539400,,Industrials,Capital Goods,N
Patdiam Jewellery Limited,539401,,Consumer Discretionary,Consumer Durables,N
Naksh Precious Metals Limited,539402,,Consumer Discretionary,Automobile and Auto Components,N
SATIN CREDITCARE NETWORK LIMITED,539404,SATIN,Financial Services,Financial Services,Y
Decorous Investment and Trading Co. Ltd.,539405,,Consumer Discretionary,Consumer Durables,N
Swagtam Trading & Services Limited,539406,,Services,Services,N
Generic Engineering Construction and Projects Limited,539407,GENCON,Consumer Discretionary,Realty,Y
Kuber Udyog Limited,539408,,Financial Services,Financial Services,N
NEERAJ PAPER MARKETING LIMITED,539409,,Services,Services,N
Tejnaksh Healthcare Limited,539428,,Healthcare,Healthcare,N
Brilliant Portfolios Ltd.,539434,,Financial Services,Financial Services,N
Richfield Financial Services Ltd.,539435,,Financial Services,Financial Services,N
Coffee Day Enterprises Limited,539436,COFFEEDAY,Consumer Discretionary,Consumer Services,Y
IDFC FIRST BANK LIMITED,539437,IDFCFIRSTB,Financial Services,Financial Services,Y
InterGlobe Aviation Limited,539448,INDIGO,Services,Services,Y
IGC Industries Limited,539449,,Services,Services,N
S H Kelkar and Company Limited,539450,SHK,Commodities,Chemicals,Y
ARYAVAN ENTERPRISE LIMITED,539455,,Industrials,Capital Goods,N
Typhoon Financial Services Limited,539468,,Financial Services,Financial Services,N
PANORAMA STUDIOS INTERNATIONAL LIMITED ,539469,,Consumer Discretionary,"Media, Entertainment & Publication",N
Shree Ganesh Biotech (India) Limited,539470,,Healthcare,Healthcare,N
GTV Engineering Limited,539479,,Industrials,Capital Goods,N
LIC Mutual Fund,539480,,-,-,N
Tirupati Fin-Lease Ltd.,539488,,Financial Services,Financial Services,N
Garbi Finvest Limited,539492,,Financial Services,Financial Services,N
Smart Finsec Limited,539494,,Financial Services,Financial Services,N
Rajkot Investment Trust Limited,539495,,Financial Services,Financial Services,N
Adcon Capital Services Limited,539506,,Financial Services,Financial Services,N
Quint Digital Limited,539515,,Consumer Discretionary,"Media, Entertainment & Publication",N
HDFC Mutual Fund,539516,,-,-,N
Uday Jewellery Industries Limited.,539518,,Consumer Discretionary,Consumer Durables,N
SATTVA SUKUN LIFECARE LIMITED,539519,,Consumer Discretionary,Consumer Services,N
Navigant Corporate Advisors Limited,539521,,Financial Services,Financial Services,N
Grovy India Limited,539522,,Consumer Discretionary,Realty,N
Alkem Laboratories Limited,539523,ALKEM,Healthcare,Healthcare,Y
Dr. Lal Pathlabs Limited,539524,,Healthcare,Healthcare,N
Suncare Traders Limited,539526,,Services,Services,N
Creative Castings Limited,539527,,Industrials,Capital Goods,N
AAYUSH WELLNESS LIMITED,539528,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
ELITECON INTERNATIONAL LIMITED,539533,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,N
LUX Industries Limited,539542,LUXIND,Consumer Discretionary,Textiles,Y
Valley Magnesite Company Limited,539543,,Financial Services,Financial Services,N
Abhishek Infraventures Limited,539544,,Consumer Discretionary,Realty,N
Apoorva Leasing Finance & Investment Company Limited,539545,,Financial Services,Financial Services,N
AGRIBIO SPIRITS LIMITED,539546,,Services,Services,N
Narayana Hrudayalaya Limited,539551,,Healthcare,Healthcare,N
F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,539552,,Financial Services,Financial Services,N
Deep Diamond India Limited,539559,,Consumer Discretionary,Consumer Durables,N
