Issuer Name,BSE Code,NSE Code,Sector Name,Industry Name,BSE/NSE Flag
Gujarat Apollo Industries Limited,,GUJAPOLLO,,,N
Gujarat Raffia Industries Limited,,GUJRAFFIA,,,N
Gujarat Themis Biosyn Limited,,GUJTHEM,,,N
Gulshan Polyols Limited,,GULPOLY,,,N
GVK Power & Infrastructure Limited,,GVKPIL,,,N
GVP Infotech Limited,,GVPTECH,,,N
Harrisons  Malayalam Limited,,HARRMALAYA,,,N
Hatsun Agro Product Limited,,HATSUN,,,N
HB Stockholdings Limited,,HBSL,,,N
Hindustan Construction Company Limited,,HCC,,,N
HCL Infosystems Limited,,HCL-INSYS,,,N
HCL Technologies Limited,,HCLTECH,,,N
HDFC Bank Limited,,HDFCBANK,,,N
Housing Development and Infrastructure Limited,,HDIL,,,N
HEC Infra Projects Limited,,HECPROJECT,,,N
HEG Limited,,HEG,,,N
HeidelbergCement India Limited,,HEIDELBERG,,,N
Hercules Hoists Limited,,HERCULES,,,N
Hester Biosciences Limited,,HESTERBIO,,,N
Hikal Limited,,HIKAL,,,N
Himatsingka Seide Limited,,HIMATSEIDE,,,N
Hindalco Industries Limited,,HINDALCO,,,N
Hindustan Composites Limited,,HINDCOMPOS,,,N
Hindcon Chemicals Limited,,HINDCON,,,N
Hindustan Copper Limited,,HINDCOPPER,,,N
Hindustan Motors Limited,,HINDMOTORS,,,N
Hindusthan National Glass & Industries Limited,,HINDNATGLS,,,N
Hindustan Oil Exploration Company Limited,,HINDOILEXP,,,N
Hindustan Petroleum Corporation Limited,,HINDPETRO,,,N
Hindustan Unilever Limited,,HINDUNILVR,,,N
Hindustan Zinc Limited,,HINDZINC,,,N
Hind Rectifiers Limited,,HIRECT,,,N
Hisar Metal Industries Limited,,HISARMETAL,,,N
Hindustan Foods Limited,,HNDFDS,,,N
Honeywell Automation India Limited,,HONAUT,,,N
Himadri Speciality Chemical Limited,,HSCL,,,N
HT Media Limited,,HTMEDIA,,,N
Housing & Urban Development Corporation Limited,,HUDCO,,,N
ICDS Limited,,ICDSLTD,,,N
Ice Make Refrigeration Limited,,ICEMAKE,,,N
ICICI Bank Limited,,ICICIBANK,,,N
ICICI Lombard General Insurance Company Limited,,ICICIGI,,,N
Indo Count Industries Limited,,ICIL,,,N
IDBI Bank Limited,,IDBI,,,N
IFB Agro Industries Limited,,IFBAGRO,,,N
IFCI Limited,,IFCI,,,N
Igarashi Motors India Limited,,IGARASHI,,,N
International Gemmological Institute (India) Limited,,IGIL,,,N
Indraprastha Gas Limited,,IGL,,,N
IG Petrochemicals Limited,,IGPL,,,N
IIFL Finance Limited,,IIFL,,,N
Industrial Investment Trust Limited,,IITL,,,N
IL&FS Engineering and Construction Company Limited,,IL&FSENGG,,,N
India Motor Parts and Accessories Limited,,IMPAL,,,N
Impex Ferro Tech Limited,,IMPEXFERRO,,,N
Indbank Merchant Banking Services Limited,,INDBANK,,,N
The Indian Hotels Company Limited,,INDHOTEL,,,N
The India Cements Limited,,INDIACEM,,,N
India Glycols Limited,,INDIAGLYCO,,,N
Indian Card Clothing Company Limited,,INDIANCARD,,,N
Indian Hume Pipe Company Limited,,INDIANHUME,,,N
India Nippon Electricals Limited,,INDNIPPON,,,N
Indo Amines Limited,,INDOAMIN,,,N
Indo Borax & Chemicals Limited,,INDOBORAX,,,N
Indoco Remedies Limited,,INDOCO,,,N
Indo Rama Synthetics (India) Limited,,INDORAMA,,,N
Indo Us Biotech Limited,,INDOUS,,,N
Indowind Energy Limited,,INDOWIND,,,N
Indraprastha Medical Corporation Limited,,INDRAMEDCO,,,N
Ind-Swift Laboratories Limited,,INDSWFTLAB,,,N
Ind-Swift Limited,,INDSWFTLTD,,,N
IndusInd Bank Limited,,INDUSINDBK,,,N
Infosys Limited,,INFY,,,N
Ingersoll Rand (India) Limited,,INGERRAND,,,N
Insecticides (India) Limited,,INSECTICID,,,N
Intense Technologies Limited,,INTENTECH,,,N
International Conveyors Limited,,INTLCONV,,,N
Indian Oil Corporation Limited,,IOC,,,N
IOL Chemicals and Pharmaceuticals Limited,,IOLCP,,,N
ION Exchange (India) Limited,,IONEXCHANG,,,N
IPCA Laboratories Limited,,IPCALAB,,,N
Ircon International Limited,,IRCON,,,N
Indian Railway Catering And Tourism Corporation Limited,,IRCTC,,,N
Indian Railway Finance Corporation Limited,,IRFC,,,N
Iris Clothings Limited,,IRISDOREME,,,N
ITC Limited,,ITC,,,N
India Tourism Development Corporation Limited,,ITDC,,,N
ITD Cementation India Limited,,ITDCEM,,,N
ITI Limited,,ITI,,,N
IL&FS Investment Managers Limited,,IVC,,,N
IVP Limited,,IVP,,,N
The Jammu & Kashmir Bank Limited,,J&KBANK,,,N
Nandani Creation Limited,,JAIPURKURT,,,N
Jamna Auto Industries Limited,,JAMNAAUTO,,,N
Jash Engineering Limited,,JASH,,,N
Jayant Agro Organics Limited,,JAYAGROGN,,,N
Jay Bharat Maruti Limited,,JAYBARMARU,,,N
Jayaswal Neco Industries Limited,,JAYNECOIND,,,N
Jayshree Tea & Industries Limited,,JAYSREETEA,,,N
JB Chemicals & Pharmaceuticals Limited,,JBCHEPHARM,,,N
Johnson Controls - Hitachi Air Conditioning India Limited,,JCHAC,,,N
JHS Svendgaard Laboratories Limited,,JHS,,,N
Jindal Poly Films Limited,,JINDALPOLY,,,N
Jindal Saw Limited,,JINDALSAW,,,N
Jindal Steel & Power Limited,,JINDALSTEL,,,N
Jindal Drilling And Industries Limited,,JINDRILL,,,N
Jindal Worldwide Limited,,JINDWORLD,,,N
Jain Irrigation Systems Limited,,JISLDVREQS,,,N
JK Cement Limited,,JKCEMENT,,,N
J.Kumar Infraprojects Limited,,JKIL,,,N
JK Paper Limited,,JKPAPER,,,N
JK Tyre & Industries Limited,,JKTYRE,,,N
Jullundur Motor Agency (Delhi) Limited,,JMA,,,N
Jocil Limited,,JOCIL,,,N
Jyoti Structures Limited,,JYOTISTRUC,,,N
Kabra Extrusion Technik Limited,,KABRAEXTRU,,,N
Kajaria Ceramics Limited,,KAJARIACER,,,N
Kakatiya Cement Sugar & Industries Limited,,KAKATCEM,,,N
Kalyani Commercials Limited,,KALYANI,,,N
Kalyani Forge Limited,,KALYANIFRG,,,N
Kamat Hotels (I) Limited,,KAMATHOTEL,,,N
Kanani Industries Limited,,KANANIIND,,,N
Kanoria Chemicals & Industries Limited,,KANORICHEM,,,N
Kansai Nerolac Paints Limited,,KANSAINER,,,N
Kapston Services Limited,,KAPSTON,,,N
Karur Vysya Bank Limited,,KARURVYSYA,,,N
Kaushalya Infrastructure Development Corporation Limited,,KAUSHALYA,,,N
Kavveri Telecom Products Limited,,KAVVERITEL,,,N
KCP Limited,,KCP,,,N
KCP Sugar and Industries Corporation Limited,,KCPSUGIND,,,N
KDDL Limited,,KDDL,,,N
KEC International Limited,,KEC,,,N
Kirloskar Electric Company Limited,,KECL,,,N
KEI Industries Limited,,KEI,,,N
Kellton Tech Solutions Limited,,KELLTONTEC,,,N
Kernex Microsystems (India) Limited,,KERNEX,,,N
Kesoram Industries Limited,,KESORAMIND,,,N
Khaitan Chemicals & Fertilizers Limited,,KHAICHEM,,,N
Khaitan (India) Limited,,KHAITANLTD,,,N
Khandwala Securities Limited,,KHANDSE,,,N
Kilitch Drugs (India) Limited,,KILITCH,,,N
Kingfa Science & Technology (India) Limited,,KINGFA,,,N
Kirloskar Brothers Limited,,KIRLOSBROS,,,N
Kirloskar Industries Limited,,KIRLOSIND,,,N
Kirloskar Pneumatic Company Limited,,KIRLPNU,,,N
Kitex Garments Limited,,KITEX,,,N
Kewal Kiran Clothing Limited,,KKCL,,,N
K.M.Sugar Mills Limited,,KMSUGAR,,,N
Kohinoor Foods Limited,,KOHINOOR,,,N
Kokuyo Camlin Limited,,KOKUYOCMLN,,,N
Kolte - Patil Developers Limited,,KOLTEPATIL,,,N
Kopran Limited,,KOPRAN,,,N
Kotak Mahindra Bank Limited,,KOTAKBANK,,,N
Kothari Sugars And Chemicals Limited,,KOTARISUG,,,N
Kothari Petrochemicals Limited,,KOTHARIPET,,,N
Kothari Products Limited,,KOTHARIPRO,,,N
KPIT Technologies Limited,,KPITTECH,,,N
K.P.R. Mill Limited,,KPRMILL,,,N
KRBL Limited,,KRBL,,,N
Krebs Biochemicals and Industries Limited,,KREBSBIO,,,N
Krishana Phoschem Limited,,KRISHANA,,,N
Kriti Industries (India) Limited,,KRITI,,,N
Kritika Wires Limited,,KRITIKA,,,N
Kriti Nutrients Limited,,KRITINUT,,,N
Kaveri Seed Company Limited,,KSCL,,,N
Kshitij Polyline Limited,,KSHITIJPOL,,,N
Kalyani Steels Limited,,KSL,,,N
The Karnataka Bank Limited,,KTKBANK,,,N
Lagnam Spintex Limited,,LAGNAM,,,N
Lakshmi Precision Screws Limited,,LAKPRE,,,N
Dr. Lal Path Labs Ltd.,,LALPATHLAB,,,N
Lambodhara Textiles Limited,,LAMBODHARA,,,N
Lancor Holdings Limited,,LANCORHOL,,,N
La Opala RG Limited,,LAOPALA,,,N
Latteys Industries Limited,,LATTEYS,,,N
Laxmi Cotspin Limited,,LAXMICOT,,,N
LCC Infotech Limited,,LCCINFOTEC,,,N
Lexus Granito (India) Limited,,LEXUS,,,N
Lakshmi Finance & Industrial Corporation Limited,,LFIC,,,N
LG Balakrishnan & Bros Limited,,LGBBROSLTD,,,N
Laxmi Goldorna House Limited,,LGHL,,,N
Libas Consumer Products Limited,,LIBAS,,,N
Liberty Shoes Limited,,LIBERTSHOE,,,N
LIC Housing Finance Limited,,LICHSGFIN,,,N
Lincoln Pharmaceuticals Limited,,LINCOLN,,,N
Lords Chloro Alkali Limited,,LORDSCHLO,,,N
Loyal Textile Mills Limited,,LOYALTEX,,,N
Landmark Property Development Company Limited,,LPDC,,,N
Lumax Industries Limited,,LUMAXIND,,,N
Lumax Auto Technologies Limited,,LUMAXTECH,,,N
Lupin Limited,,LUPIN,,,N
Lyka Labs Limited,,LYKALABS,,,N
Mahindra & Mahindra Limited,,M&M,,,N
Macpower CNC Machines Limited,,MACPOWER,,,N
Madhav Marbles and Granites Limited,,MADHAV,,,N
Madhucon Projects Limited,,MADHUCON,,,N
Madras Fertilizers Limited,,MADRASFERT,,,N
Maha Rashtra Apex Corporation Limited,,MAHAPEXLTD,,,N
Maheshwari Logistics Limited,,MAHESHWARI,,,N
Mahindra Lifespace Developers Limited,,MAHLIFE,,,N
Maharashtra Scooters Limited,,MAHSCOOTER,,,N
Maharashtra Seamless Limited,,MAHSEAMLES,,,N
Mallcom (India) Limited,,MALLCOM,,,N
Manaksia Aluminium Company Limited,,MANAKALUCO,,,N
Manaksia Coated Metals & Industries Limited,,MANAKCOAT,,,N
Manali Petrochemicals Limited,,MANALIPETC,,,N
Mangalam Drugs And Organics Limited,,MANGALAM,,,N
Mangalore Chemicals & Fertilizers Limited,,MANGCHEFER,,,N
Mangalam Cement Limited,,MANGLMCEM,,,N
Man Industries (India) Limited,,MANINDS,,,N
Manugraph India Limited,,MANUGRAPH,,,N
Maral Overseas Limited,,MARALOVER,,,N
Marathon Nextgen Realty Limited,,MARATHON,,,N
Marine Electricals (India) Limited,,MARINE,,,N
Marksans Pharma Limited,,MARKSANS,,,N
Marshall Machines Limited,,MARSHALL,,,N
Maruti Suzuki India Limited,,MARUTI,,,N
Mask Investments Limited,,MASKINVEST,,,N
Master Trust Limited,,MASTERTR,,,N
Mawana Sugars Limited,,MAWANASUG,,,N
Max India Limited,,MAXIND,,,N
Mayur Uniquoters Ltd,,MAYURUNIQ,,,N
Mazda Limited,,MAZDA,,,N
Madhya Bharat Agro Products Limited,,MBAPL,,,N
MBL Infrastructure Limited,,MBLINFRA,,,N
Madhav Copper Limited,,MCL,,,N
Multi Commodity Exchange of India Limited,,MCX,,,N
Medicamen Biotech Limited,,MEDICAMEQ,,,N
Megasoft Limited,,MEGASOFT,,,N
Menon Bearings Limited,,MENONBE,,,N
Mahalaxmi Rubtech Limited,,MHLXMIRU,,,N
Mindteck (India) Limited,,MINDTECK,,,N
MIRC Electronics Limited,,MIRCELECTR,,,N
Mirza International Limited,,MIRZAINT,,,N
MITCON Consultancy & Engineering Services Limited,,MITCON,,,N
Mittal Life Style Limited,,MITTAL,,,N
M K Proteins Limited,,MKPL,,,N
MM Forgings Limited,,MMFL,,,N
MMP Industries Limited,,MMP,,,N
MMTC Limited,,MMTC,,,N
Modi Rubber Limited,,MODIRUBBER,,,N
Modern Threads (India) Limited,,MODTHREAD,,,N
Moksh Ornaments Limited,,MOKSH,,,N
Mold-Tek Technologies Limited,,MOLDTECH,,,N
Morepen Laboratories Limited,,MOREPENLAB,,,N
The Motor & General Finance Limited,,MOTOGENFIN,,,N
MRF Limited,,MRF,,,N
Mangalore Refinery and Petrochemicals Limited,,MRPL,,,N
MSP Steel & Power Limited,,MSPL,,,N
Mahanagar Telephone Nigam Limited,,MTNL,,,N
Mukand Limited,,MUKANDLTD,,,N
Mukta Arts Limited,,MUKTAARTS,,,N
Munjal Auto Industries Limited,,MUNJALAU,,,N
Munjal Showa Limited,,MUNJALSHOW,,,N
Murudeshwar Ceramics Limited,,MURUDCERA,,,N
Muthoot Capital Services Limited,,MUTHOOTCAP,,,N
Manoj Vaibhav Gems N Jewellers Limited,,MVGJL,,,N
Nagarjuna Fertilizers and Chemicals Limited,,NAGAFERT,,,N
Nagreeka Exports Limited,,NAGREEKEXP,,,N
Nahar Capital and Financial Services Limited,,NAHARCAP,,,N
Nahar Industrial Enterprises Limited,,NAHARINDUS,,,N
Nahar Poly Films Limited,,NAHARPOLY,,,N
Nahar Spinning Mills Limited,,NAHARSPING,,,N
Natural Capsules Limited,,NATCAPSUQ,,,N
Natco Pharma Limited,,NATCOPHARM,,,N
Nath Bio-Genes (India) Limited,,NATHBIOGEN,,,N
National Aluminium Company Limited,,NATIONALUM,,,N
Info Edge (India) Limited,,NAUKRI,,,N
N. B. I. Industrial Finance Company Limited,,NBIFIN,,,N
Naga Dhunseri Group Limited,,NDGL,,,N
NELCO Limited,,NELCO,,,N
Nesco Limited,,NESCO,,,N
Nestle India Limited,,NESTLEIND,,,N
Network18 Media & Investments Limited,,NETWORK18,,,N
Neuland Laboratories Limited,,NEULANDLAB,,,N
Next Mediaworks Limited,,NEXTMEDIA,,,N
National Fertilizers Limited,,NFL,,,N
NGL Fine-Chem Limited,,NGLFINE,,,N
Narayana Hrudayalaya Ltd.,,NH,,,N
NIIT Limited,,NIITLTD,,,N
Nila Infrastructures Limited,,NILAINFRA,,,N
Nila Spaces Limited,,NILASPACES,,,N
Indo-National Limited,,NIPPOBATRY,,,N
Niraj Ispat Industries Limited,,NIRAJISPAT,,,N
Nitco Limited,,NITCO,,,N
Nitin Spinners Limited,,NITINSPIN,,,N
Nitiraj Engineers Limited,,NITIRAJ,,,N
NK Industries Limited,,NKIND,,,N
NMDC Limited,,NMDC,,,N
NOCIL Limited,,NOCIL,,,N
Noida Toll Bridge Company Limited,,NOIDATOLL,,,N
Norben Tea & Exports Limited,,NORBTEAEXP,,,N
Northern Arc Capital Limited,,NORTHARC,,,N
N R Agarwal Industries Limited,,NRAIL,,,N
NRB Bearing Limited,,NRBBEARING,,,N
Nupur Recyclers Limited,,NRL,,,N
Nalwa Sons Investments Limited,,NSIL,,,N
Nucleus Software Exports Limited,,NUCLEUS,,,N
Oriental Carbon & Chemicals Limited,,OCCL,,,N
Oil Country Tubular Limited,,OILCOUNTUB,,,N
Omax Autos Limited,,OMAXAUTO,,,N
Onelife Capital Advisors Limited,,ONELIFECAP,,,N
One Point One Solutions Limited,,ONEPOINT,,,N
Oil & Natural Gas Corporation Limited,,ONGC,,,N
OnMobile Global Limited,,ONMOBILE,,,N
Onward Technologies Limited,,ONWARDTEC,,,N
Orbit Exports Limited,,ORBTEXP,,,N
Oricon Enterprises Limited,,ORICONENT,,,N
Oriental Hotels Limited,,ORIENTHOT,,,N
Orient Press Limited,,ORIENTLTD,,,N
Orient Paper & Industries Limited,,ORIENTPPR,,,N
The Orissa Minerals Development Company Limited,,ORISSAMINE,,,N
Osia Hyper Retail Limited,,OSIAHYPER,,,N
Oswal Agro Mills Limited,,OSWALAGRO,,,N
ShreeOswal Seeds And Chemicals Limited,,OSWALSEEDS,,,N
Page Industries Limited,,PAGEIND,,,N
Panacea Biotec Limited,,PANACEABIO,,,N
Panache Digilife Limited,,PANACHE,,,N
Panama Petrochem Limited,,PANAMAPET,,,N
Pansari Developers Limited,,PANSARI,,,N
Par Drugs And Chemicals Limited,,PAR,,,N
Paramount Communications Limited,,PARACABLES,,,N
Paras Petrofils Limited,,PARASPETRO,,,N
Parsvnath Developers Limited,,PARSVNATH,,,N
Pasupati Acrylon Limited,,PASUPTAC,,,N
Patel Engineering Limited,,PATELENG,,,N
Patel Integrated Logistics Limited,,PATINTLOG,,,N
Pearl Polymers Limited,,PEARLPOLY,,,N
Pennar Industries Limited,,PENIND,,,N
Petronet LNG Limited,,PETRONET,,,N
Power Finance Corporation Limited,,PFC,,,N
Pfizer Limited,,PFIZER,,,N
Procter & Gamble Hygiene and Health Care Limited,,PGHH,,,N
The Phoenix Mills Limited,,PHOENIXLTD,,,N
Pidilite Industries Limited,,PIDILITIND,,,N
Pioneer Embroideries Limited,,PIONEEREMB,,,N
Pix Transmissions Limited,,PIXTRANS,,,N
The Peria Karamalai Tea & Produce Company Limited,,PKTEA,,,N
Plastiblends India Limited,,PLASTIBLEN,,,N
PNB Gilts Limited,,PNBGILTS,,,N
Pritish Nandy Communications Limited,,PNC,,,N
Poddar Pigments Limited,,PODDARMENT,,,N
Pokarna Limited,,POKARNA,,,N
Poly Medicure Limited,,POLYMED,,,N
Polyplex Corporation Limited,,POLYPLEX,,,N
Ponni Sugars (Erode) Limited,,PONNIERODE,,,N
Prajay Engineers Syndicate Limited,,PRAENG,,,N
Praj Industries Limited,,PRAJIND,,,N
Prakash Industries Limited,,PRAKASH,,,N
Praxis Home Retail Limited,,PRAXIS,,,N
Precot Limited,,PRECOT,,,N
Precision Wires India Limited,,PRECWIRE,,,N
Premier Explosives Limited,,PREMEXPLN,,,N
Premier Polyfilm Limited,,PREMIERPOL,,,N
Prime Securities Limited,,PRIMESECU,,,N
Priti International Limited,,PRITI,,,N
Prism Johnson Limited,,PRSMJOHNSN,,,N
Prudential Sugar Corporation Limited,,PRUDMOULI,,,N
PTC India Limited,,PTC,,,N
PTC Industries Limited,,PTCIL,,,N
PTL Enterprises Limited,,PTL,,,N
Punjab Chemicals & Crop Protection Limited,,PUNJABCHEM,,,N
PVP Ventures Limited,,PVP,,,N
Radaan Mediaworks India Limited,,RADAAN,,,N
Radico Khaitan Limited,,RADICO,,,N
Rainbow Childrens Medicare Limited,,RAINBOW,,,N
Rajesh Exports Limited,,RAJESHEXPO,,,N
Rajnandini Metal Limited,,RAJMET,,,N
Rajratan Global Wire Limited,,RAJRATAN,,,N
Rajshree Sugars & Chemicals Limited,,RAJSREESUG,,,N
Raj Television Network Limited,,RAJTV,,,N
Rallis India Limited,,RALLIS,,,N
Rama Phosphates Limited,,RAMAPHO,,,N
Ramco Industries Limited,,RAMCOIND,,,N
Ramco Systems Limited,,RAMCOSYS,,,N
Ram Ratna Wires Limited,,RAMRAT,,,N
Rana Sugars Limited,,RANASUG,,,N
Rane Holdings Limited,,RANEHOLDIN,,,N
Ratnamani Metals & Tubes Limited,,RATNAMANI,,,N
Rashtriya Chemicals and Fertilizers Limited,,RCF,,,N
Regency Ceramics Limited,,REGENCERAM,,,N
Relaxo Footwears Limited,,RELAXO,,,N
Reliance Chemotex Industries Limited,,RELCHEMQ,,,N
Reliance Industries Limited,,RELIANCE,,,N
Religare Enterprises Limited,,RELIGARE,,,N
Reliance Infrastructure Limited,,RELINFRA,,,N
Remsons Industries Limited,,REMSONSIND,,,N
Shree Renuka Sugars Limited,,RENUKA,,,N
Rudrabhishek Enterprises Limited,,REPL,,,N
Repro India Limited,,REPRO,,,N
Responsive Industries Limited,,RESPONIND,,,N
Rico Auto Industries Limited,,RICOAUTO,,,N
Reliance Industrial Infrastructure Limited,,RIIL,,,N
RKEC Projects Limited,,RKEC,,,N
Ramkrishna Forgings Limited,,RKFORGE,,,N
Rane (Madras) Limited,,RML,,,N
Royal Orchid Hotels Limited,,ROHLTD,,,N
Rollatainers Limited,,ROLLT,,,N
Rolta India Limited,,ROLTA,,,N
Roto Pumps Limited,,ROTO,,,N
R.P.P. Infra Projects Limited,,RPPINFRA,,,N
Rajshree Polypack Limited,,RPPL,,,N
R. S. Software (India) Limited,,RSSOFTWARE,,,N
Rubfila International Limited,,RUBFILA,,,N
The Ruby Mills Limited,,RUBYMILLS,,,N
Ruchi Infrastructure Limited,,RUCHINFRA,,,N
Ruchira Papers Limited,,RUCHIRA,,,N
S&S Power Switchgears Limited,,S&SPOWER,,,N
Sri Adhikari Brothers Television Network Limited,,SABTNL,,,N
Sadbhav Engineering Limited,,SADBHAV,,,N
Sadhana Nitrochem Limited,,SADHNANIQ,,,N
Safari Industries (India) Limited,,SAFARI,,,N
Sagardeep Alloys Limited,,SAGARDEEP,,,N
Sagar Cements Limited,,SAGCEM,,,N
Sahyadri Industries Limited,,SAHYADRI,,,N
Steel Authority of India Limited,,SAIL,,,N
Sakar Healthcare Limited,,SAKAR,,,N
Sakthi Sugars Limited,,SAKHTISUG,,,N
Sakuma Exports Limited,,SAKUMA,,,N
Salona Cotspin Limited,,SALONA,,,N
S.A.L. Steel Limited,,SALSTEEL,,,N
Salzer Electronics Limited,,SALZERELEC,,,N
Sambhaav Media Limited,,SAMBHAAV,,,N
Sanco Industries Limited,,SANCO,,,N
The Sandesh Limited,,SANDESH,,,N
Sandur Manganese & Iron Ores Limited,,SANDUMA,,,N
Sangam (India) Limited,,SANGAMIND,,,N
Sanghi Industries Limited,,SANGHIIND,,,N
Sanghvi Movers Limited,,SANGHVIMOV,,,N
Sanginita Chemicals Limited,,SANGINITA,,,N
Sanofi India Limited,,SANOFI,,,N
Sarda Energy & Minerals Limited,,SARDAEN,,,N
Saregama India Limited,,SAREGAMA,,,N
Sarla Performance Fibers Limited,,SARLAPOLY,,,N
Sat Industries Limited,,SATINDLTD,,,N
Shivalik Bimetal Controls Limited,,SBCL,,,N
Shipping Corporation Of India Limited,,SCI,,,N
Som Distilleries & Breweries Limited,,SDBL,,,N
Seamec Limited,,SEAMECLTD,,,N
Selan Exploration Technology Limited,,SELAN,,,N
Servotech Renewable Power System Limited,,SERVOTECH,,,N
Seshasayee Paper and Boards Limited,,SESHAPAPER,,,N
Seya Industries Limited,,SEYAIND,,,N
STL Global Limited,,SGL,,,N
Shaily Engineering Plastics Limited,,SHAILY,,,N
Shakti Pumps (India) Limited,,SHAKTIPUMP,,,N
Shalimar Paints Limited,,SHALPAINTS,,,N
Shanti Overseas (India) Limited,,SHANTI,,,N
Shanthi Gears Limited,,SHANTIGEAR,,,N
Sharda Motor Industries Limited,,SHARDAMOTR,,,N
Shilpa Medicare Limited,,SHILPAMED,,,N
Shivalik Rasayan Limited,,SHIVALIK,,,N
Shiva Texyarn Limited,,SHIVATEX,,,N
Shoppers Stop Limited,,SHOPERSTOP,,,N
Shradha Infraprojects Limited,,SHRADHA,,,N
Shree Digvijay Cement Co.Ltd,,SHREDIGCEM,,,N
SHREE CEMENT LIMITED,,SHREECEM,,,N
Shree Rama Multi-Tech Limited,,SHREERAMA,,,N
Shrenik Limited,,SHRENIK,,,N
Shreyans Industries Limited,,SHREYANIND,,,N
Shriram Pistons & Rings Limited,,SHRIPISTON,,,N
Shyam Telecom Limited,,SHYAMTEL,,,N
Siemens Limited,,SIEMENS,,,N
Sikko Industries Limited,,SIKKO,,,N
Standard Industries Limited,,SIL,,,N
Silgo Retail Limited,,SILGO,,,N
SIL Investments Limited,,SILINV,,,N
Silly Monks Entertainment Limited,,SILLYMONKS,,,N
Simbhaoli Sugars Limited,,SIMBHALS,,,N
Sinclairs Hotels Limited,,SINCLAIR,,,N
Sintercom India Limited,,SINTERCOM,,,N
Siyaram Silk Mills Limited,,SIYSIL,,,N
SKF India Limited,,SKFINDIA,,,N
SKM Egg Products Export (India) Limited,,SKMEGGPROD,,,N
SKY GOLD AND DIAMONDS LIMITED,,SKYGOLD,,,N
SMS Lifesciences India Limited,,SMSLIFE,,,N
SMS Pharmaceuticals Limited,,SMSPHARMA,,,N
Soma Textiles & Industries Limited,,SOMATEX,,,N
SONAM LIMITED,,SONAMLTD,,,N
Sonata Software Limited,,SONATSOFTW,,,N
The South Indian Bank Limited,,SOUTHBANK,,,N
S. P. Apparels Limited,,SPAL,,,N
Sun Pharma Advanced Research Company Limited,,SPARC,,,N
Spacenet Enterprises India Limited,,SPCENET,,,N
